,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,grade
306,23.0133649314,11.659489435,16.0762840571,20.4016393443,7.04861390117,575.0,75.0,21.0,496.0,441.0,66.0,163.0,30.0,107.0,1166.0,1413.0,1028.0,48.0,122.0,eight
307,21.2764307439,11.213511053,15.418101667,10.8888888889,7.12925170068,74.0,5.0,7.0,61.0,62.0,7.0,15.0,5.0,12.0,145.0,169.0,121.0,4.0,27.0,eight
308,23.2664966392,12.1615653041,16.1315614714,35.6315789474,7.49483013294,376.0,37.0,8.0,300.0,175.0,61.0,69.0,36.0,33.0,605.0,609.0,729.0,16.0,38.0,eight
309,22.9604678582,12.2903222627,15.8578096643,27.7323943662,7.27577450482,511.0,75.0,37.0,410.0,258.0,53.0,61.0,13.0,54.0,782.0,1068.0,871.0,30.0,71.0,eight
310,24.7639259184,12.6707449097,16.6985984156,29.5119047619,7.10084711577,776.0,67.0,21.0,398.0,344.0,77.0,124.0,70.0,95.0,943.0,1411.0,1026.0,42.0,84.0,eight
311,21.8911457001,9.92277456285,14.1361270247,8.47058823529,7.67361111111,35.0,1.0,8.0,29.0,24.0,4.0,8.0,1.0,0.0,65.0,71.0,68.0,5.0,17.0,eight
312,21.2127537781,11.1043933619,15.0350877982,15.4230769231,7.3042394015,77.0,13.0,5.0,88.0,55.0,14.0,12.0,21.0,10.0,169.0,223.0,161.0,17.0,26.0,eight
313,23.8733297814,11.914226622,16.2466104244,24.6728971963,6.91363636364,664.0,36.0,7.0,447.0,433.0,74.0,161.0,29.0,167.0,1115.0,1604.0,986.0,50.0,107.0,eight
314,23.6015205364,11.5493928986,16.2838415707,13.7272727273,6.20529801325,13.0,8.0,1.0,16.0,29.0,4.0,13.0,9.0,8.0,62.0,99.0,51.0,1.0,11.0,eight
315,23.6595468751,12.1728323723,16.4755936645,26.1545454545,7.0417101147,807.0,45.0,17.0,471.0,516.0,86.0,202.0,19.0,195.0,1275.0,1637.0,1204.0,36.0,110.0,eight
316,24.5401552611,12.0126981507,16.6647535752,23.7288135593,6.95107142857,718.0,74.0,46.0,385.0,425.0,58.0,188.0,50.0,141.0,1056.0,1654.0,1124.0,22.0,118.0,eight
317,24.1528519629,12.2592356888,16.5496874376,28.0,7.19595448799,880.0,54.0,42.0,372.0,526.0,90.0,228.0,78.0,203.0,1216.0,1756.0,1364.0,44.0,113.0,eight
318,24.0165765839,11.9260707651,16.4947674876,19.2125,7.06376057254,346.0,24.0,0.0,205.0,322.0,55.0,110.0,19.0,169.0,692.0,911.0,594.0,32.0,80.0,eight
319,22.6928390229,12.364509481,15.7737925811,25.1428571429,7.59019886364,372.0,74.0,14.0,373.0,144.0,56.0,32.0,14.0,19.0,605.0,660.0,725.0,23.0,56.0,eight
320,23.7652586882,11.5943579069,16.1127062052,27.1,7.26420664207,317.0,40.0,8.0,219.0,256.0,36.0,95.0,15.0,78.0,606.0,716.0,619.0,20.0,50.0,eight
321,21.3540901377,10.7100401452,14.7490500621,10.1176470588,7.70348837209,34.0,7.0,5.0,25.0,31.0,12.0,15.0,4.0,4.0,83.0,89.0,78.0,5.0,17.0,eight
322,23.2684344559,12.2065825565,15.9970702699,21.6071428571,7.34710743802,166.0,4.0,1.0,108.0,93.0,28.0,42.0,13.0,24.0,271.0,319.0,274.0,12.0,28.0,eight
323,20.4622324675,10.756990905,14.5731480333,12.9615384615,7.62611275964,77.0,13.0,6.0,83.0,59.0,15.0,14.0,0.0,7.0,171.0,181.0,144.0,12.0,26.0,eight
324,24.029148892,12.5065603138,16.5107336918,25.2765957447,7.21043771044,301.0,49.0,16.0,213.0,176.0,19.0,43.0,17.0,72.0,451.0,608.0,566.0,14.0,47.0,eight
325,24.2606950651,12.3464449621,16.3588728927,18.1707317073,6.9870246085,586.0,50.0,16.0,413.0,298.0,73.0,97.0,33.0,134.0,881.0,1295.0,908.0,32.0,123.0,eight
326,23.7034780652,12.378117846,16.1914039191,33.6588235294,7.42957008039,815.0,42.0,44.0,439.0,437.0,110.0,128.0,54.0,149.0,1114.0,1496.0,1308.0,57.0,85.0,eight
327,23.2478225606,12.0275459429,16.0188400775,17.75,7.36338028169,348.0,44.0,2.0,275.0,247.0,69.0,77.0,18.0,56.0,668.0,720.0,682.0,18.0,80.0,eight
328,23.1621687442,11.3975779861,16.1793293857,17.8333333333,6.56074766355,11.0,5.0,2.0,19.0,28.0,5.0,9.0,5.0,4.0,61.0,63.0,43.0,1.0,6.0,eight
329,20.7164750388,11.0282235917,14.8330400174,21.4166666667,7.77431906615,49.0,8.0,9.0,48.0,41.0,6.0,13.0,13.0,3.0,108.0,134.0,112.0,11.0,12.0,eight
330,24.8398301206,12.3626072641,16.7425670556,24.9270833333,7.23694107814,614.0,39.0,8.0,370.0,408.0,85.0,131.0,34.0,248.0,994.0,1345.0,1025.0,23.0,96.0,eight
331,19.9960513918,10.6312860168,14.6452673918,12.0,7.68137254902,50.0,9.0,2.0,56.0,44.0,10.0,6.0,1.0,2.0,116.0,102.0,99.0,3.0,17.0,eight
332,23.8460887934,12.674238356,16.3479948429,34.9347826087,7.40136901058,478.0,37.0,11.0,259.0,247.0,38.0,70.0,36.0,66.0,614.0,832.0,748.0,27.0,46.0,eight
333,24.0723641916,12.3209455962,16.3490855928,43.0638297872,7.33695652174,626.0,20.0,9.0,259.0,290.0,93.0,135.0,83.0,148.0,777.0,1070.0,915.0,39.0,47.0,seven
334,24.8818782643,12.8884315235,16.7770200133,37.625,7.23160892264,645.0,57.0,17.0,309.0,286.0,60.0,89.0,37.0,154.0,744.0,1128.0,950.0,29.0,56.0,seven
335,23.3571656815,12.8577761125,16.4138394829,29.1333333333,7.9885583524,123.0,3.0,11.0,78.0,62.0,20.0,24.0,3.0,15.0,184.0,175.0,254.0,8.0,15.0,seven
336,24.5664510492,12.0321793248,16.388635577,21.8613138686,7.13823038397,722.0,63.0,9.0,489.0,613.0,83.0,187.0,39.0,245.0,1372.0,1689.0,1270.0,36.0,137.0,seven
337,22.9779078142,12.339877064,15.945108264,14.7222222222,8.32830188679,160.0,14.0,2.0,119.0,98.0,19.0,17.0,5.0,16.0,253.0,226.0,295.0,9.0,36.0,seven
338,23.5599085032,12.0370525111,15.9722875537,21.15,7.44602048857,372.0,29.0,10.0,257.0,185.0,51.0,83.0,20.0,31.0,576.0,656.0,589.0,24.0,60.0,seven
339,21.229158229,10.668863943,14.4324554285,13.75,7.31818181818,79.0,15.0,2.0,89.0,67.0,4.0,8.0,2.0,7.0,168.0,191.0,128.0,11.0,24.0,seven
340,22.6487205984,11.9342714856,15.5933684381,39.0925925926,7.60587399337,544.0,64.0,22.0,352.0,321.0,87.0,96.0,20.0,62.0,856.0,1085.0,980.0,46.0,54.0,seven
341,24.3738959265,11.9888548316,16.3876037227,15.9027777778,7.28034934498,291.0,7.0,9.0,150.0,228.0,39.0,67.0,23.0,114.0,484.0,649.0,475.0,21.0,72.0,seven
342,22.9079912479,12.3601151035,15.9164388994,20.1875,7.30030959752,99.0,7.0,2.0,53.0,44.0,14.0,17.0,1.0,12.0,128.0,168.0,147.0,8.0,16.0,seven
343,23.8062764149,12.0927404179,16.6942634411,30.8,7.08441558442,65.0,7.0,0.0,43.0,52.0,3.0,16.0,4.0,30.0,114.0,174.0,128.0,6.0,10.0,seven
344,23.0335647242,12.137781055,16.2742880992,23.6296296296,6.92006269592,157.0,5.0,12.0,93.0,109.0,14.0,41.0,10.0,54.0,257.0,364.0,265.0,9.0,27.0,seven
345,20.8777394273,10.9639295493,14.5686352282,11.3913043478,7.39312977099,63.0,13.0,7.0,78.0,32.0,8.0,4.0,0.0,4.0,122.0,141.0,114.0,7.0,23.0,seven
